Image,Labels,Result,flag,username,timestamp
/home/rhys/robots/clip-sam-onnx/flagged/Image/tmpe3vqm6fy.jpg,"a photo of space,a photo of a man,a photo of a man in dungarees,a photo of a sad man in dungarees,a photo of a sad man in dungarees with short hair and orange container to the right,a photo of a sad man in dungarees with short hair,a photo of a happy man in dungarees,A photo of Christopher Nolan",/home/rhys/robots/clip-sam-onnx/flagged/Result/tmp0w1vfn0g.json,,,2024-06-21 02:31:27.524562
